,comp_id,industry_sector,location,is_tax_haven,num_owners,is_private,emp_base,num_employees,industry_category,rev_per_emp_month_size,annual_revenue,net_revenue
9347,9347,0,INDIA,NO,2,YES,MEDIUM,1246,r,EXTRA HIGH,11925747496.32,-309180167.86
9348,9348,1,INDIA,NO,2,YES,VERY SMALL,29,r,HIGH,105010847.88,-9262830.36
9349,9349,0,INDIA,NO,3,NO,LARGE,11975,r,EXTRA HIGH,120207604986.0,11404927426.5
9350,9350,8,INDIA,NO,1,YES,MEDIUM,1347,r,VERY LOW,248585671.08,40478974.15
9351,9351,1,INDIA,NO,3,YES,MEDIUM,1262,r,HIGH,3697256160.0,570804652.55
9352,9352,3,INDIA,NO,4,YES,VERY SMALL,25,b,HIGH,91645824.0,1127193.71
9353,9353,2,INDIA,NO,3,NO,EXTRA LARGE,101535,s,LOW,91056315886.2,-10968285536.99
9354,9354,7,INDIA,NO,5,YES,VERY LARGE,35043,r,VERY HIGH,264723400526.4,-26855904466.26
9355,9355,6,INDIA,NO,1,YES,VERY SMALL,20,s,MEDIUM,31731249.6,3129330.92
9356,9356,3,INDIA,NO,3,NO,LARGE,9161,b,HIGH,28780571368.8,5125957859.85
9357,9357,2,INDIA,NO,2,NO,SMALL,215,s,LOW,227878680.6,11862692.2
9358,9358,5,INDIA,NO,1,YES,LARGE,7909,b,LOW,10089681818.04,104775530.14
9359,9359,0,INDIA,NO,3,YES,VERY SMALL,32,r,EXTRA HIGH,328818520.32,55515619.56
9360,9360,7,INDIA,NO,4,YES,MEDIUM,1497,r,VERY HIGH,10629737480.88,902152222.98
9361,9361,0,INDIA,NO,1,NO,LARGE,9762,r,EXTRA HIGH,114858709161.84,6373183044.47
9362,9362,5,INDIA,NO,3,YES,MEDIUM,1412,b,LOW,1245343503.84,86034224.78
9363,9363,0,INDIA,NO,1,NO,MEDIUM,1582,r,EXTRA HIGH,13032579596.4,964711863.76
9364,9364,5,INDIA,NO,2,NO,LARGE,8714,b,LOW,7396000528.8,1442910619.94
9365,9365,0,INDIA,NO,1,YES,VERY SMALL,22,r,EXTRA HIGH,204892295.52,8012613.19
9366,9366,5,INDIA,NO,3,NO,LARGE,10220,b,LOW,5578158986.4,868417143.63
9367,9367,1,INDIA,NO,2,YES,LARGE,8778,r,HIGH,32529845612.88,4402564005.71
9368,9368,3,INDIA,NO,1,NO,MEDIUM,1301,b,HIGH,3886617547.8,111799492.84
9369,9369,9,INDIA,NO,3,YES,LARGE,6019,r,MEDIUM,9907669327.92,141494527.65
9370,9370,9,INDIA,NO,2,NO,SMALL,320,r,MEDIUM,450624384.0,56304227.56
9371,9371,0,INDIA,NO,3,NO,LARGE,8754,r,EXTRA HIGH,87090137892.72,16190578806.9
9372,9372,7,INDIA,NO,1,NO,SMALL,341,r,VERY HIGH,2401425800.4,230195368.21
9373,9373,1,INDIA,NO,1,NO,SMALL,231,r,HIGH,623836631.88,-86986150.54
9374,9374,2,INDIA,NO,1,NO,MEDIUM,1554,s,LOW,1717461406.08,274348579.51
9375,9375,9,INDIA,NO,2,YES,LARGE,11438,r,MEDIUM,21426634745.04,530474163.13
9376,9376,0,INDIA,NO,1,YES,SMALL,274,r,EXTRA HIGH,3189008644.32,473249743.94
9377,9377,5,OFFSHORE,YES,3,YES,EXTRA LARGE,116834,b,LOW,120121241424.0,3194005465.77
9378,9378,9,INDIA,NO,5,NO,VERY SMALL,26,r,MEDIUM,45189518.4,5833812.47
9379,9379,9,INDIA,NO,3,NO,SMALL,173,r,MEDIUM,283788660.24,25674923.79
9380,9380,3,INDIA,NO,1,NO,VERY SMALL,26,b,HIGH,69581098.08,1436119.16
9381,9381,0,INDIA,NO,1,YES,VERY LARGE,36968,r,EXTRA HIGH,423625913328.96,56019755723.3
9382,9382,3,INDIA,NO,3,YES,VERY SMALL,36,b,HIGH,85712536.8,4188564.89
9383,9383,2,INDIA,NO,1,NO,SMALL,313,s,LOW,236781470.16,40959936.86
9384,9384,8,INDIA,NO,1,NO,MEDIUM,1464,r,VERY LOW,309192759.36,-38664886.03
9385,9385,4,INDIA,NO,4,NO,LARGE,9898,s,LOW,7825533004.8,1483872476.69
9386,9386,1,INDIA,NO,2,NO,EXTRA LARGE,38642,r,HIGH,110299313649.12,17442355577.86
9387,9387,0,INDIA,NO,1,YES,SMALL,300,r,EXTRA HIGH,2802322944.0,551550078.16
9388,9388,7,INDIA,NO,1,YES,SMALL,166,r,VERY HIGH,903397019.52,145835493.96
9389,9389,4,INDIA,NO,2,YES,SMALL,152,s,LOW,135285423.36,15283567.41
9390,9390,9,INDIA,NO,1,YES,LARGE,7274,r,MEDIUM,13372958040.0,2632841153.24
9391,9391,9,INDIA,NO,2,NO,VERY LARGE,37562,r,MEDIUM,64864901287.2,3458289448.67
9392,9392,2,INDIA,NO,1,NO,LARGE,9389,s,LOW,9099198374.88,1082274604.97
9393,9393,9,INDIA,NO,1,YES,MEDIUM,2251,r,MEDIUM,4520402285.16,-788490241.95
9394,9394,7,INDIA,NO,1,YES,MEDIUM,1636,r,VERY HIGH,10032761034.72,694681956.23
9395,9395,0,INDIA,NO,3,NO,SMALL,301,r,EXTRA HIGH,2673912129.0,98863202.55
9396,9396,9,INDIA,NO,3,NO,SMALL,210,r,MEDIUM,417406978.8,43744251.0
9397,9397,7,INDIA,NO,2,YES,MEDIUM,1206,r,VERY HIGH,6146880406.56,-509710957.49
9398,9398,3,INDIA,NO,4,NO,VERY SMALL,32,b,HIGH,94819768.32,6389106.82
9399,9399,9,INDIA,NO,4,NO,SMALL,238,r,MEDIUM,431862728.64,4954149.01
9400,9400,8,INDIA,NO,1,NO,LARGE,5894,r,VERY LOW,1587142685.52,248014890.29
9401,9401,1,INDIA,NO,2,YES,SMALL,260,r,HIGH,713162548.8,-98049309.33
9402,9402,2,INDIA,NO,1,NO,SMALL,230,s,LOW,197622099.6,24443317.79
9403,9403,0,INDIA,NO,3,NO,MEDIUM,2171,r,EXTRA HIGH,25088924513.64,3544889804.07
9404,9404,1,INDIA,NO,1,NO,MEDIUM,1334,r,HIGH,4717795318.8,811471227.38
9405,9405,5,INDIA,NO,1,YES,SMALL,258,b,LOW,191658994.56,7848377.21
9406,9406,0,INDIA,NO,2,YES,MEDIUM,1512,r,EXTRA HIGH,14513783497.92,-2694303166.82
9407,9407,6,INDIA,NO,2,NO,MEDIUM,1865,s,MEDIUM,3495134731.2,564830769.4
9408,9408,9,INDIA,NO,1,NO,MEDIUM,2077,r,MEDIUM,4130178222.36,720902449.0
9409,9409,0,INDIA,NO,1,YES,MEDIUM,1824,r,EXTRA HIGH,18764833893.12,2744550593.96
9410,9410,9,INDIA,NO,1,YES,MEDIUM,1318,r,MEDIUM,2163409273.92,265191989.49
9411,9411,7,INDIA,NO,1,NO,LARGE,8548,r,VERY HIGH,62448339577.44,-3352298350.98
9412,9412,9,INDIA,NO,1,YES,VERY SMALL,45,r,MEDIUM,74146881.6,13583975.63
9413,9413,1,INDIA,NO,1,NO,LARGE,7728,r,HIGH,19359072149.76,629735180.88
9414,9414,6,INDIA,NO,3,NO,SMALL,195,s,MEDIUM,356360308.2,55989896.15
9415,9415,9,INDIA,NO,4,YES,LARGE,8617,r,MEDIUM,14967357779.64,1252703492.99
9416,9416,9,INDIA,NO,1,NO,MEDIUM,2015,r,MEDIUM,3362990911.8,374371335.79
9417,9417,1,INDIA,NO,1,YES,VERY SMALL,19,r,HIGH,57704143.8,5734814.68
9418,9418,1,INDIA,NO,1,NO,EXTRA LARGE,124984,r,HIGH,439869389510.4,-79443937277.27
9419,9419,9,INDIA,NO,1,NO,SMALL,125,r,MEDIUM,233943645.0,10613631.1
9420,9420,9,INDIA,NO,2,YES,VERY SMALL,16,r,MEDIUM,24295455.36,3493633.8
9421,9421,5,INDIA,NO,1,NO,SMALL,196,b,LOW,199171734.72,12101416.3
9422,9422,0,INDIA,NO,1,YES,VERY SMALL,36,r,EXTRA HIGH,343854007.2,51019132.84
9423,9423,2,INDIA,NO,1,NO,SMALL,368,s,LOW,310284455.04,31107069.74
9424,9424,9,INDIA,NO,2,NO,SMALL,134,r,MEDIUM,222085687.92,31474144.44
9425,9425,8,INDIA,NO,2,NO,SMALL,220,r,VERY LOW,70312624.8,-7661361.8
9426,9426,7,INDIA,NO,1,YES,VERY SMALL,29,r,VERY HIGH,138518612.52,17589471.95
9427,9427,3,INDIA,NO,1,YES,SMALL,183,b,HIGH,535471036.92,46344818.07
9428,9428,9,INDIA,NO,1,YES,SMALL,140,r,MEDIUM,259349630.4,50882310.51
9429,9429,1,INDIA,NO,1,NO,MEDIUM,1318,r,HIGH,4536464847.12,-455541597.92
9430,9430,9,INDIA,NO,3,YES,VERY LARGE,36300,r,MEDIUM,58957305660.0,-5188753514.07
9431,9431,9,INDIA,NO,2,NO,MEDIUM,827,r,MEDIUM,1913609689.8,317826170.98
9432,9432,9,INDIA,NO,1,NO,LARGE,4758,r,MEDIUM,7305888255.12,756468717.27
9433,9433,8,INDIA,NO,2,NO,VERY LARGE,36929,r,VERY LOW,10313210576.28,339354630.24
9434,9434,9,INDIA,NO,1,YES,SMALL,243,r,MEDIUM,451814429.52,81136041.15
9435,9435,9,INDIA,NO,4,YES,MEDIUM,1553,r,MEDIUM,3268603075.68,395406782.62
9436,9436,6,INDIA,NO,3,NO,LARGE,14600,s,MEDIUM,26105353632.0,4010451493.46
9437,9437,9,INDIA,NO,1,YES,LARGE,9288,r,MEDIUM,16403568007.68,384506730.94
9438,9438,3,INDIA,NO,1,YES,VERY SMALL,28,b,HIGH,90200312.16,15669550.66
9439,9439,6,INDIA,NO,1,YES,VERY SMALL,30,s,MEDIUM,44879680.8,8478062.79
9440,9440,8,INDIA,NO,1,NO,SMALL,190,r,VERY LOW,40756185.6,3023991.95
9441,9441,6,INDIA,NO,2,YES,VERY SMALL,35,s,MEDIUM,61665933.0,11906482.55
9442,9442,0,INDIA,NO,2,NO,SMALL,329,r,EXTRA HIGH,3102377919.48,154768720.1
9443,9443,2,INDIA,NO,4,YES,MEDIUM,1344,s,LOW,1526870499.84,162195475.33
9444,9444,6,INDIA,NO,2,YES,EXTRA LARGE,121134,s,MEDIUM,227996365212.72,-15457232152.82
9445,9445,8,INDIA,NO,2,YES,MEDIUM,1175,r,VERY LOW,377996466.0,62078738.62
9446,9446,9,INDIA,NO,2,YES,SMALL,179,r,MEDIUM,308639160.48,43058559.84
9447,9447,4,INDIA,NO,1,NO,SMALL,168,s,LOW,154699695.36,25704038.55
9448,9448,2,INDIA,NO,1,NO,LARGE,7474,s,LOW,4698583015.92,93319138.06
9449,9449,3,INDIA,NO,2,NO,VERY SMALL,23,b,HIGH,80608270.2,4016283.64
9450,9450,8,INDIA,NO,1,NO,VERY SMALL,45,r,VERY LOW,7383031.2,1388109.98
9451,9451,8,INDIA,NO,1,NO,VERY SMALL,24,r,VERY LOW,5816880.0,305143.07
9452,9452,1,INDIA,NO,1,NO,SMALL,151,r,HIGH,346425498.6,60352596.52
9453,9453,6,INDIA,NO,2,YES,SMALL,139,s,MEDIUM,233712587.28,8508084.05
9454,9454,9,INDIA,NO,3,NO,LARGE,8699,r,MEDIUM,18634024207.92,1344412004.44
9455,9455,1,INDIA,NO,3,NO,MEDIUM,1962,r,HIGH,5929142967.36,1106150691.09
9456,9456,7,INDIA,NO,3,NO,LARGE,18045,r,VERY HIGH,118099629752.4,4601457284.92
9457,9457,9,INDIA,NO,2,YES,VERY SMALL,22,r,MEDIUM,36748425.12,1068273.31
9458,9458,1,OFFSHORE,YES,2,YES,MEDIUM,1836,r,HIGH,5653832231.52,870156335.39
9459,9459,4,INDIA,NO,3,YES,EXTRA LARGE,90440,s,LOW,72252125299.2,-2256221242.42
9460,9460,2,INDIA,NO,2,NO,VERY SMALL,36,s,LOW,37225042.56,3016198.91
9461,9461,0,INDIA,NO,1,YES,MEDIUM,1569,r,EXTRA HIGH,13925801274.84,2319615114.23
9462,9462,2,INDIA,NO,4,YES,VERY LARGE,48335,s,LOW,50492718868.2,4743932904.72
9463,9463,8,INDIA,NO,2,NO,LARGE,6832,r,VERY LOW,2083270828.8,413456104.17
9464,9464,0,INDIA,NO,1,YES,MEDIUM,1537,r,EXTRA HIGH,16740914423.64,480517472.23
9465,9465,7,INDIA,NO,1,NO,SMALL,166,r,VERY HIGH,1220218763.04,-98125378.73
9466,9466,3,INDIA,NO,1,YES,LARGE,6784,b,HIGH,14889347358.72,2725689360.5
9467,9467,6,INDIA,NO,2,NO,MEDIUM,1397,s,MEDIUM,2810838488.04,367625498.91
9468,9468,7,INDIA,NO,1,NO,SMALL,276,r,VERY HIGH,1849586664.96,351257513.16
9469,9469,0,INDIA,NO,2,YES,SMALL,129,r,EXTRA HIGH,1204102790.64,144071498.47
9470,9470,8,INDIA,NO,3,NO,LARGE,11315,r,VERY LOW,2482317739.8,250512634.02
9471,9471,9,INDIA,NO,4,NO,MEDIUM,2106,r,MEDIUM,4608132871.68,312955674.03
9472,9472,8,INDIA,NO,1,NO,LARGE,10446,r,VERY LOW,2829392696.16,178081896.51
9473,9473,9,INDIA,NO,3,NO,VERY SMALL,26,r,MEDIUM,51173622.24,5405216.61
9474,9474,2,INDIA,NO,5,NO,SMALL,232,s,LOW,130882549.44,8325154.56
9475,9475,9,INDIA,NO,1,YES,LARGE,8269,r,MEDIUM,15933885382.56,1324131594.65
9476,9476,8,INDIA,NO,2,NO,LARGE,7731,r,VERY LOW,2138267502.36,86618937.84
9477,9477,9,INDIA,NO,2,YES,VERY LARGE,29897,r,MEDIUM,41007475016.76,6080157924.35
9478,9478,1,INDIA,NO,3,NO,VERY SMALL,31,r,HIGH,88708470.36,4154581.86
9479,9479,1,INDIA,NO,2,YES,MEDIUM,1592,r,HIGH,3993326313.6,455854865.79
9480,9480,0,INDIA,NO,2,YES,MEDIUM,1206,r,EXTRA HIGH,11206634303.52,204054599.29
9481,9481,2,INDIA,NO,1,NO,SMALL,151,s,LOW,129164669.16,6852931.12
9482,9482,9,INDIA,NO,2,NO,LARGE,12399,r,MEDIUM,24308038636.2,-1919041334.48
9483,9483,0,INDIA,NO,1,YES,LARGE,7485,r,EXTRA HIGH,78068746107.0,-6266590614.59
9484,9484,9,INDIA,NO,1,NO,VERY LARGE,23392,r,MEDIUM,35536127093.76,-2869058721.15
9485,9485,9,INDIA,NO,2,NO,MEDIUM,1723,r,MEDIUM,2485632330.24,447888804.28
9486,9486,5,INDIA,NO,2,NO,EXTRA LARGE,61529,b,LOW,33830832171.24,4854284954.46
9487,9487,8,INDIA,NO,1,YES,SMALL,202,r,VERY LOW,35635296.72,6256821.57
9488,9488,1,INDIA,NO,4,NO,SMALL,133,r,HIGH,488506042.08,43453488.49
9489,9489,9,OFFSHORE,YES,1,YES,SMALL,243,r,MEDIUM,356788521.36,7874156.7
9490,9490,8,INDIA,NO,1,NO,VERY SMALL,36,r,VERY LOW,7722224.64,-79198.88
9491,9491,1,INDIA,NO,5,NO,MEDIUM,1104,r,HIGH,2981567191.68,134120905.59
9492,9492,4,INDIA,NO,2,NO,MEDIUM,1897,s,LOW,2151148602.12,83476281.33
9493,9493,0,INDIA,NO,4,YES,LARGE,14906,r,EXTRA HIGH,155084369011.92,22049332533.88
9494,9494,2,INDIA,NO,2,YES,VERY SMALL,27,s,LOW,25300946.16,309048.89
9495,9495,0,INDIA,NO,2,NO,MEDIUM,1939,r,EXTRA HIGH,18476043353.04,3636894297.61
9496,9496,4,INDIA,NO,1,NO,VERY SMALL,23,s,LOW,14773708.68,719383.21
9497,9497,6,INDIA,NO,3,NO,EXTRA LARGE,120542,s,MEDIUM,209956627385.52,10329490643.45
9498,9498,9,INDIA,NO,3,NO,SMALL,279,r,MEDIUM,524021594.4,12851646.35
9499,9499,7,INDIA,NO,2,YES,VERY SMALL,32,r,VERY HIGH,228657715.2,23904713.51
9500,9500,9,INDIA,NO,2,NO,MEDIUM,1146,r,MEDIUM,2164457671.92,220520909.48
9501,9501,4,INDIA,NO,2,NO,SMALL,183,s,LOW,161114283.36,24257743.33
9502,9502,0,INDIA,NO,2,NO,SMALL,234,r,EXTRA HIGH,1957801987.44,122941276.57
9503,9503,9,INDIA,NO,1,YES,EXTRA LARGE,111505,r,MEDIUM,229501134229.2,23082467047.2
9504,9504,9,INDIA,NO,1,NO,LARGE,8521,r,MEDIUM,11638335932.76,1353444417.99
9505,9505,1,INDIA,NO,3,YES,VERY SMALL,26,r,HIGH,76371038.64,2336290.07
9506,9506,1,INDIA,NO,2,NO,MEDIUM,1076,r,HIGH,3922499035.2,158649952.75
9507,9507,8,INDIA,NO,3,NO,VERY SMALL,21,r,VERY LOW,6100705.8,306628.88
9508,9508,2,INDIA,NO,3,NO,SMALL,203,s,LOW,171739096.2,26339463.78
9509,9509,3,INDIA,NO,3,NO,EXTRA LARGE,71779,b,HIGH,239275738658.64,15935151236.27
9510,9510,9,INDIA,NO,3,NO,SMALL,246,r,MEDIUM,528111501.12,81465462.78
9511,9511,7,INDIA,NO,1,NO,MEDIUM,1151,r,VERY HIGH,7928540757.36,658100946.6
9512,9512,9,INDIA,NO,1,NO,MEDIUM,1689,r,MEDIUM,3308976988.2,505527486.01
9513,9513,7,INDIA,NO,2,NO,LARGE,8349,r,VERY HIGH,50864448725.64,3274046224.59
9514,9514,3,INDIA,NO,5,YES,EXTRA LARGE,108071,b,HIGH,304237095840.24,44560506053.68
9515,9515,9,INDIA,NO,5,YES,MEDIUM,2463,r,MEDIUM,5679985776.48,217334098.52
9516,9516,6,INDIA,NO,2,NO,MEDIUM,1298,s,MEDIUM,2372822918.4,346947741.81
9517,9517,1,INDIA,NO,2,YES,VERY SMALL,39,r,HIGH,121502506.32,5141103.44
9518,9518,7,INDIA,NO,1,YES,LARGE,6823,r,VERY HIGH,50385855861.0,1416369989.81
9519,9519,3,INDIA,NO,2,NO,MEDIUM,782,b,HIGH,2173297614.72,65789539.78
9520,9520,3,INDIA,NO,1,NO,EXTRA LARGE,93408,b,HIGH,283923393949.44,-49285700340.19
9521,9521,8,INDIA,NO,2,YES,VERY LARGE,34591,r,VERY LOW,6202192589.16,711083585.16
9522,9522,7,INDIA,NO,2,YES,SMALL,235,r,VERY HIGH,1446926208.0,-204524550.97
9523,9523,8,INDIA,NO,1,NO,SMALL,202,r,VERY LOW,45032781.12,-4679726.05
9524,9524,1,INDIA,NO,1,NO,LARGE,15853,r,HIGH,47953811989.68,6265420828.85
9525,9525,8,INDIA,NO,3,YES,SMALL,139,r,VERY LOW,25861622.76,1374287.48
9526,9526,2,INDIA,NO,1,NO,SMALL,114,s,LOW,82589648.4,11335136.24
9527,9527,9,INDIA,NO,2,YES,MEDIUM,1841,r,MEDIUM,4466377859.16,845875321.39
9528,9528,9,INDIA,NO,1,YES,VERY SMALL,43,r,MEDIUM,79547401.08,-8849447.85
9529,9529,8,INDIA,NO,2,NO,LARGE,5857,r,VERY LOW,1435143052.8,-44681568.76
9530,9530,6,INDIA,NO,1,NO,MEDIUM,1313,s,MEDIUM,1917969529.32,80796477.53
9531,9531,1,INDIA,NO,2,NO,SMALL,258,r,HIGH,937917781.92,122308002.17
9532,9532,9,INDIA,NO,2,YES,VERY LARGE,45100,r,MEDIUM,89037276900.0,15835991565.01
9533,9533,1,INDIA,NO,1,YES,SMALL,92,r,HIGH,335133552.0,22429499.6
9534,9534,7,INDIA,NO,3,YES,SMALL,251,r,VERY HIGH,1428712592.04,29111077.06
9535,9535,6,INDIA,NO,5,YES,MEDIUM,1205,s,MEDIUM,2543725694.4,265011719.02
9536,9536,1,INDIA,NO,1,YES,SMALL,222,r,HIGH,435976200.72,30703785.09
9537,9537,9,OFFSHORE,YES,1,NO,MEDIUM,1195,r,MEDIUM,1772902812.6,-166185004.21
9538,9538,1,INDIA,NO,5,YES,SMALL,193,r,HIGH,856502448.36,26426560.9
9539,9539,7,INDIA,NO,1,NO,MEDIUM,2078,r,VERY HIGH,12956676277.92,1762032058.15
9540,9540,3,INDIA,NO,2,YES,SMALL,165,b,HIGH,592690883.4,111380710.2
9541,9541,7,INDIA,NO,3,YES,VERY SMALL,20,r,VERY HIGH,139759250.4,1850029.57
9542,9542,5,INDIA,NO,1,YES,LARGE,7043,b,LOW,7051000848.0,407059687.61
9543,9543,0,INDIA,NO,1,YES,LARGE,9461,r,EXTRA HIGH,89032699250.04,-8206800466.04
9544,9544,3,INDIA,NO,3,NO,VERY LARGE,22172,b,HIGH,67698678425.76,8017781220.28
9545,9545,9,INDIA,NO,5,YES,MEDIUM,2379,r,MEDIUM,5249946653.64,118145840.63
9546,9546,9,INDIA,NO,2,NO,EXTRA LARGE,143013,r,MEDIUM,218609288525.16,10606862954.0
9547,9547,9,INDIA,NO,3,NO,SMALL,294,r,MEDIUM,551871492.48,58942530.71
9548,9548,7,INDIA,NO,2,YES,VERY SMALL,26,r,VERY HIGH,157854184.8,24189090.66
9549,9549,1,INDIA,NO,2,YES,VERY SMALL,23,r,HIGH,67041321.84,12251144.04
9550,9550,3,INDIA,NO,3,NO,SMALL,319,b,HIGH,890300774.88,164589076.32
9551,9551,6,INDIA,NO,3,YES,VERY SMALL,32,s,MEDIUM,38518955.52,-3166905.4
9552,9552,5,INDIA,NO,1,YES,MEDIUM,1071,b,LOW,884267465.76,30534612.89
9553,9553,9,INDIA,NO,1,YES,SMALL,250,r,MEDIUM,481379460.0,35022127.26
9554,9554,6,INDIA,NO,1,YES,VERY SMALL,27,s,MEDIUM,42145346.52,2216591.58
9555,9555,9,INDIA,NO,1,YES,VERY SMALL,35,r,MEDIUM,64092714.0,1468022.48
9556,9556,3,INDIA,NO,1,NO,MEDIUM,981,b,HIGH,3285862443.0,471030611.54
9557,9557,9,INDIA,NO,1,NO,LARGE,6542,r,MEDIUM,12414989173.68,1549548860.25
9558,9558,9,INDIA,NO,1,YES,VERY LARGE,19747,r,MEDIUM,39737917313.64,7724408951.82
9559,9559,9,INDIA,NO,2,YES,VERY SMALL,33,r,MEDIUM,59789937.24,10951986.31
9560,9560,9,INDIA,NO,1,NO,MEDIUM,1320,r,MEDIUM,2631920227.2,515826012.24
9561,9561,0,INDIA,NO,2,NO,MEDIUM,1474,r,EXTRA HIGH,17075318810.88,-1714095488.79
9562,9562,9,INDIA,NO,3,YES,LARGE,11324,r,MEDIUM,22357844242.08,731909536.36
9563,9563,0,INDIA,NO,3,NO,MEDIUM,1408,r,EXTRA HIGH,10373141898.24,1926108302.77
9564,9564,7,INDIA,NO,2,YES,LARGE,11510,r,VERY HIGH,53128168770.0,-1474643667.54
9565,9565,9,INDIA,NO,2,NO,VERY SMALL,29,r,MEDIUM,47089365.96,870463.66
9566,9566,1,INDIA,NO,2,YES,SMALL,181,r,HIGH,619116697.44,86420824.55
9567,9567,4,INDIA,NO,3,YES,VERY SMALL,24,s,LOW,23284607.04,3398753.87
9568,9568,3,INDIA,NO,1,NO,LARGE,9123,b,HIGH,27044711287.56,2344540369.22
9569,9569,1,INDIA,NO,1,YES,VERY LARGE,19190,r,HIGH,51408232238.4,-2898626578.94
9570,9570,9,INDIA,NO,4,YES,MEDIUM,1311,r,MEDIUM,2152277614.8,300795851.25
9571,9571,5,INDIA,NO,3,NO,LARGE,5365,b,LOW,5055381558.0,827398368.28
9572,9572,1,INDIA,NO,1,NO,LARGE,5522,r,HIGH,16210834899.6,-1747132403.07
9573,9573,7,INDIA,NO,2,YES,SMALL,166,r,VERY HIGH,1156333052.16,202140828.5
9574,9574,0,INDIA,NO,2,NO,VERY SMALL,15,r,EXTRA HIGH,134940398.4,16074216.15
9575,9575,4,INDIA,NO,3,NO,VERY SMALL,45,s,LOW,44266991.4,7617570.2
9576,9576,5,INDIA,NO,1,NO,MEDIUM,2058,b,LOW,1644865719.84,86407727.69
9577,9577,7,INDIA,NO,3,NO,LARGE,9835,r,VERY HIGH,68403030049.2,817681836.02
9578,9578,0,INDIA,NO,1,YES,VERY LARGE,25432,r,EXTRA HIGH,242650562404.8,28230742012.76
9579,9579,5,INDIA,NO,2,NO,LARGE,6076,b,LOW,5306000915.04,723705129.7
9580,9580,9,INDIA,NO,3,YES,VERY SMALL,40,r,MEDIUM,63191947.2,-12636568.04
9581,9581,0,INDIA,NO,1,NO,VERY SMALL,37,r,EXTRA HIGH,370538268.6,-6326026.0
9582,9582,0,INDIA,NO,2,YES,VERY LARGE,48675,r,EXTRA HIGH,432771944418.0,-66049126768.79
9583,9583,9,INDIA,NO,2,NO,EXTRA LARGE,94786,r,MEDIUM,172756425215.52,-8729921573.44
9584,9584,7,INDIA,NO,3,NO,VERY SMALL,13,r,VERY HIGH,78874897.92,6763520.83
9585,9585,5,INDIA,NO,2,NO,SMALL,326,b,LOW,193454659.2,18635437.28
9586,9586,1,INDIA,NO,1,YES,LARGE,3480,r,HIGH,10304473348.8,1762249881.94
9587,9587,7,INDIA,NO,1,YES,MEDIUM,1811,r,VERY HIGH,13322566590.48,2036146200.15
9588,9588,9,INDIA,NO,3,NO,SMALL,286,r,MEDIUM,292276876.32,-5830639.28
9589,9589,0,INDIA,NO,1,YES,EXTRA LARGE,99654,r,EXTRA HIGH,1049028264056.16,134238343941.01
9590,9590,9,INDIA,NO,2,YES,LARGE,8211,r,MEDIUM,13264667524.08,-2187203917.09
9591,9591,9,INDIA,NO,2,NO,LARGE,7658,r,MEDIUM,16030046010.72,1495462289.77
9592,9592,4,INDIA,NO,1,YES,MEDIUM,1508,s,LOW,892103122.56,60203838.97
9593,9593,2,INDIA,NO,3,NO,SMALL,252,s,LOW,203194323.36,2824495.77
9594,9594,9,INDIA,NO,1,NO,LARGE,9325,r,MEDIUM,16408810104.0,1770079134.25
9595,9595,1,INDIA,NO,5,YES,VERY LARGE,24949,r,HIGH,73629380022.36,10815581878.01
9596,9596,0,INDIA,NO,1,YES,LARGE,8619,r,EXTRA HIGH,77227786593.36,13717500371.68
9597,9597,7,INDIA,NO,2,NO,VERY SMALL,45,r,VERY HIGH,305134257.6,-24318668.54
9598,9598,9,INDIA,NO,1,NO,SMALL,242,r,MEDIUM,391715971.68,-12366104.34
9599,9599,9,INDIA,NO,5,YES,MEDIUM,1333,r,MEDIUM,2094633010.8,-384842903.52
9600,9600,8,INDIA,NO,1,YES,VERY SMALL,20,r,VERY LOW,5588587.2,1117258.64
9601,9601,0,INDIA,NO,2,NO,MEDIUM,1209,r,EXTRA HIGH,9904565609.64,1693351758.21
9602,9602,7,INDIA,NO,1,NO,LARGE,8844,r,VERY HIGH,47751509314.08,3704363497.77
9603,9603,5,INDIA,NO,1,NO,LARGE,4989,b,LOW,3008810023.2,163347784.22
9604,9604,0,INDIA,NO,1,YES,MEDIUM,2128,r,EXTRA HIGH,19202387890.56,846103970.64
9605,9605,2,INDIA,NO,1,NO,LARGE,8722,s,LOW,5607023175.6,148439562.51
9606,9606,3,INDIA,NO,2,YES,MEDIUM,1200,b,HIGH,3304687104.0,231132583.08
9607,9607,6,INDIA,NO,1,NO,SMALL,164,s,MEDIUM,283233457.92,-3005702.93
9608,9608,1,INDIA,NO,1,YES,LARGE,9898,r,HIGH,27942599181.84,1725542318.02
9609,9609,8,INDIA,NO,3,NO,VERY SMALL,7,r,VERY LOW,874034.28,113822.44
9610,9610,9,INDIA,NO,1,NO,SMALL,187,r,MEDIUM,315180212.16,38335065.52
9611,9611,0,INDIA,NO,1,NO,VERY SMALL,25,r,EXTRA HIGH,248176587.0,10768355.4
9612,9612,8,INDIA,NO,3,YES,MEDIUM,1709,r,VERY LOW,438372650.52,80659222.37
9613,9613,0,INDIA,NO,1,YES,MEDIUM,1393,r,EXTRA HIGH,14402366021.4,-2375445355.29
9614,9614,3,INDIA,NO,1,YES,SMALL,267,b,HIGH,1036069213.68,123752822.86
9615,9615,3,INDIA,NO,2,YES,VERY LARGE,39199,b,HIGH,99888213590.28,-1216068129.03
